gene symbol,p_val_adj,avg_logFC,cell type
FXYD4,0,3.471107,Principal cells
PTGER1,0,1.086862,Principal cells
AQP3,0,2.64148,Principal cells
SCNN1G,0,1.209739,Principal cells
AQP2,0,3.249687,Principal cells
RP11-396O20.1,0,1.040616,Principal cells
PAPPA,6.94E-225,1.52548,Principal cells
GATA3,3.05E-184,1.568682,Principal cells
STC1,2.58E-182,1.655117,Principal cells
SCNN1B,5.79E-164,0.674006,Principal cells
SMIM22,3.18E-161,1.264829,Principal cells
HSD11B2,8.01E-148,1.328824,Principal cells
HMGCS2,6.26E-143,0.969783,Principal cells
ARG2,1.66E-142,0.950731,Principal cells
GATA3-AS1,5.94E-138,0.740746,Principal cells
LHX1,1.07E-130,0.975161,Principal cells
ST6GAL1,1.61E-119,1.489263,Principal cells
UGT3A1,2.54E-118,0.786408,Principal cells
KRT19,1.81E-110,1.370978,Principal cells
CLDN8,1.89E-105,0.809327,Principal cells
CA2,1.06E-103,1.185454,Principal cells
CDH16,1.64E-103,1.284202,Principal cells
GATA2,7.88E-102,0.718872,Principal cells
EPCAM,6.17E-97,1.235739,Principal cells
C1orf168,2.24E-87,0.678685,Principal cells
GSTM3,7.24E-83,0.94438,Principal cells
SMIM5,3.56E-82,0.823146,Principal cells
PFKFB3,5.62E-81,1.096705,Principal cells
PNP,8.23E-81,1.050254,Principal cells
MNS1,2.78E-78,0.68291,Principal cells
ALAS1,1.42E-76,0.850883,Principal cells
RDH10,4.93E-71,0.852039,Principal cells
NDRG1,3.82E-69,1.148178,Principal cells
MECOM,1.88E-67,0.960148,Principal cells
SLC38A1,1.64E-64,1.011661,Principal cells
CADPS2,2.04E-63,0.796765,Principal cells
SLC45A4,3.70E-63,0.595874,Principal cells
CDH1,5.68E-63,0.762069,Principal cells
TFAP2A,5.31E-61,0.493882,Principal cells
ARL4D,2.09E-59,0.723701,Principal cells
RHBG,1.78E-58,0.582483,Principal cells
SCIN,3.05E-58,1.000561,Principal cells
COBLL1,2.18E-57,0.97194,Principal cells
MAL2,7.25E-55,0.86656,Principal cells
TBX2,9.31E-55,0.681959,Principal cells
EMX1,9.39E-53,0.454096,Principal cells
FAM84A,9.97E-53,0.632974,Principal cells
FOLR1,1.78E-52,0.873015,Principal cells
SLC25A29,3.09E-51,0.676329,Principal cells
PIGQ,2.23E-50,0.700988,Principal cells
CAMK2N1,1.50E-49,0.891949,Principal cells
RP5-862P8.2,3.52E-48,0.689418,Principal cells
AIF1L,4.18E-47,0.891278,Principal cells
SGPP1,3.28E-46,0.658832,Principal cells
FAM107B,1.57E-42,0.884077,Principal cells
GMNN,1.92E-42,0.643838,Principal cells
RALBP1,6.20E-41,0.900688,Principal cells
TACSTD2,1.21E-40,0.959067,Principal cells
HACD3,3.41E-39,0.775466,Principal cells
HOXD8,2.00E-38,0.650283,Principal cells
ASAH1,5.27E-38,0.831132,Principal cells
LINC00982,5.43E-37,0.472064,Principal cells
CTSH,7.71E-37,0.752476,Principal cells
S100A2,9.40E-37,0.540614,Principal cells
WFDC2,1.12E-36,0.360873,Principal cells
CD24,3.22E-35,0.697291,Principal cells
RTN4,4.82E-35,0.723186,Principal cells
CYB5A,3.44E-34,0.782488,Principal cells
ARMCX2,1.08E-33,0.549487,Principal cells
KCNJ16,1.42E-33,0.689248,Principal cells
CREM,4.69E-33,0.712501,Principal cells
MOB1B,1.25E-32,0.674866,Principal cells
NGFRAP1,1.38E-32,0.681987,Principal cells
SLC11A2,7.07E-32,0.55614,Principal cells
ABCB1,1.35E-31,0.601226,Principal cells
ARL6IP1,1.91E-31,0.703791,Principal cells
ADGRF1,2.00E-31,0.598137,Principal cells
TSPAN1,4.53E-31,0.647872,Principal cells
WSB1,1.67E-30,0.623312,Principal cells
SLC26A7,5.60E-30,0.664689,Principal cells
HOXD9,9.69E-30,0.455234,Principal cells
PRKAG2,1.13E-29,0.63887,Principal cells
ATP1B1,2.06E-29,0.676645,Principal cells
EMX2,4.39E-29,0.579436,Principal cells
CD9,1.27E-28,0.61259,Principal cells
FXYD3,2.49E-28,0.420559,Principal cells
MUC1,1.51E-26,0.475689,Principal cells
DZIP3,4.24E-26,0.51173,Principal cells
PLEKHA2,7.65E-26,0.714219,Principal cells
ELF3,9.06E-26,0.796994,Principal cells
COX20,1.27E-25,0.714517,Principal cells
RCAN1,1.98E-25,0.64312,Principal cells
NDUFA5,5.03E-25,0.583238,Principal cells
KCNJ1,5.48E-25,0.468987,Principal cells
BTG3,1.12E-24,0.591717,Principal cells
AOC1,1.71E-24,0.494008,Principal cells
TSC22D1,1.23E-23,0.610103,Principal cells
MAL,1.27E-23,0.555817,Principal cells
PAX2,2.08E-23,0.600155,Principal cells
HOXB8,2.47E-23,0.373898,Principal cells
HOXB3,2.78E-23,0.515706,Principal cells
CYFIP2,6.63E-23,0.504869,Principal cells
MT-CO1,7.92E-23,0.323911,Principal cells
H3F3B,2.29E-22,0.531888,Principal cells
TGFBR1,2.47E-22,0.499331,Principal cells
RTN3,2.48E-22,0.593543,Principal cells
TWSG1,3.24E-22,0.565114,Principal cells
DCUN1D1,7.76E-22,0.550636,Principal cells
PRPS2,9.31E-22,0.508063,Principal cells
BLNK,1.44E-21,0.390581,Principal cells
MINOS1,3.24E-21,0.529615,Principal cells
PAX8,4.51E-21,0.523361,Principal cells
WDR72,4.93E-21,0.420085,Principal cells
AFF1,1.34E-20,0.584653,Principal cells
NEDD4L,1.83E-20,0.539866,Principal cells
DSP,1.83E-20,0.505851,Principal cells
CLDN7,2.15E-20,0.451566,Principal cells
H1F0,2.32E-20,0.705376,Principal cells
GPR160,4.12E-20,0.456774,Principal cells
CAPS,4.41E-20,0.384809,Principal cells
TMEM213,5.16E-20,0.474523,Principal cells
MYO1B,7.43E-20,0.508739,Principal cells
PLCXD2,1.99E-19,0.457375,Principal cells
MACC1,2.47E-19,0.47434,Principal cells
CYSTM1,4.17E-19,0.590098,Principal cells
SNX18,7.08E-19,0.44848,Principal cells
HES1,1.51E-18,0.576571,Principal cells
SCNN1A,1.72E-18,0.520267,Principal cells
RASD1,2.05E-18,0.53613,Principal cells
IVNS1ABP,2.29E-18,0.521702,Principal cells
GDF15,1.12E-17,0.646164,Principal cells
NR2F2,1.62E-17,0.536322,Principal cells
SLC39A6,1.64E-17,0.510065,Principal cells
MRPL33,2.01E-17,0.546787,Principal cells
GLDC,2.49E-17,0.462323,Principal cells
SCCPDH,2.76E-17,0.5099,Principal cells
COA3,3.62E-17,0.546637,Principal cells
PTPN13,3.85E-17,0.453464,Principal cells
MYO6,8.29E-17,0.5228,Principal cells
NDUFA4,1.53E-16,0.403084,Principal cells
PPM1K,2.22E-16,0.472901,Principal cells
FGL2,2.58E-16,0.468131,Principal cells
GLS,2.70E-16,0.573998,Principal cells
SLC7A1,3.08E-16,0.393132,Principal cells
TXNIP,4.17E-16,0.483952,Principal cells
PLS3,4.21E-16,0.506092,Principal cells
ZNF503,6.20E-16,0.457431,Principal cells
PTGR1,1.61E-15,0.514173,Principal cells
RPS4Y1,2.88E-15,0.450615,Principal cells
RP11-532F12.5,4.56E-15,0.431125,Principal cells
ATPIF1,4.82E-15,0.497615,Principal cells
LPCAT2,5.34E-15,0.398387,Principal cells
SLC16A4,9.41E-15,0.42579,Principal cells
KCNJ15,1.35E-14,0.459959,Principal cells
ID1,1.50E-14,0.506601,Principal cells
MYH10,1.77E-14,0.372683,Principal cells
WBP5,2.65E-14,0.502466,Principal cells
GPRC5C,2.73E-14,0.426956,Principal cells
FOSL2,2.74E-14,0.459518,Principal cells
TFCP2L1,2.99E-14,0.472907,Principal cells
PTBP3,4.55E-14,0.475082,Principal cells
MAN1A1,6.99E-14,0.559794,Principal cells
KIF12,7.68E-14,0.417434,Principal cells
SORL1,8.26E-14,0.501628,Principal cells
KRT18,9.28E-14,0.478981,Principal cells
F11R,3.93E-13,0.436806,Principal cells
PTGER3,7.83E-13,0.354859,Principal cells
GIPC1,9.18E-13,0.355586,Principal cells
CHD3,1.10E-12,0.472663,Principal cells
CHCHD10,1.30E-12,0.431613,Principal cells
THSD7A,1.30E-12,0.471353,Principal cells
RHOBTB3,1.69E-12,0.372605,Principal cells
KCNC4,1.89E-12,0.358612,Principal cells
PDE4D,2.17E-12,0.407393,Principal cells
PTP4A1,2.44E-12,0.561093,Principal cells
TSTD1,4.83E-12,0.464538,Principal cells
RBPMS,4.83E-12,0.48972,Principal cells
TMEM51,7.78E-12,0.346865,Principal cells
NAV2,8.78E-12,0.35212,Principal cells
MALAT1,9.85E-12,0.392627,Principal cells
BTG2,1.40E-11,0.678229,Principal cells
METAP2,1.74E-11,0.463552,Principal cells
COX7C,3.45E-11,0.302311,Principal cells
PTPRF,4.09E-11,0.366117,Principal cells
PDE1A,1.38E-10,0.306604,Principal cells
ATP6V1F,1.54E-10,0.459937,Principal cells
PFN2,1.56E-10,0.44849,Principal cells
ANKRD13A,2.10E-10,0.372143,Principal cells
TMED5,2.13E-10,0.451229,Principal cells
ERBB2,3.67E-10,0.397897,Principal cells
SEC62,4.60E-10,0.374924,Principal cells
C12orf75,1.03E-09,0.471898,Principal cells
MTR,1.05E-09,0.30628,Principal cells
DMKN,1.41E-09,0.415551,Principal cells
PPDPF,1.42E-09,0.326991,Principal cells
CA12,1.63E-09,0.390088,Principal cells
EFCAB14,2.81E-09,0.404946,Principal cells
SKP1,4.93E-09,0.328699,Principal cells
TMEM50B,5.07E-09,0.457854,Principal cells
CHPT1,5.21E-09,0.376348,Principal cells
SMARCA2,5.71E-09,0.406709,Principal cells
MYL6B,5.74E-09,0.393434,Principal cells
PRKCA,6.46E-09,0.376843,Principal cells
DCDC2,8.58E-09,0.386254,Principal cells
SCPEP1,1.32E-08,0.363291,Principal cells
LIMCH1,1.75E-08,0.365682,Principal cells
SLC44A1,1.89E-08,0.383419,Principal cells
CRYZ,2.42E-08,0.331638,Principal cells
DDR1,4.27E-08,0.284788,Principal cells
C5orf15,6.99E-08,0.358544,Principal cells
POU3F3,7.29E-08,0.283512,Principal cells
DDX17,8.05E-08,0.34677,Principal cells
S100A1,8.35E-08,0.379744,Principal cells
SELM,8.97E-08,0.341264,Principal cells
ATP6V1A,9.91E-08,0.384078,Principal cells
LAPTM4B,1.08E-07,0.419652,Principal cells
KTN1,1.17E-07,0.362737,Principal cells
CAPG,1.28E-07,0.344186,Principal cells
COX7B,1.35E-07,0.348654,Principal cells
PTP4A2,4.18E-07,0.458278,Principal cells
CETN2,6.15E-07,0.371216,Principal cells
MFF,7.27E-07,0.313197,Principal cells
TMEM245,9.45E-07,0.346131,Principal cells
GABARAPL1,1.26E-06,0.345247,Principal cells
NFAT5,1.39E-06,0.359263,Principal cells
NDUFB2,1.42E-06,0.323643,Principal cells
LINC00969,1.63E-06,0.371577,Principal cells
RBBP8,1.82E-06,0.386366,Principal cells
UQCRH,2.20E-06,0.333398,Principal cells
RBM47,2.23E-06,0.331529,Principal cells
IRF2BPL,2.63E-06,0.384015,Principal cells
PARD6B,3.83E-06,0.357691,Principal cells
ZMPSTE24,4.15E-06,0.335571,Principal cells
RASSF7,4.57E-06,0.362455,Principal cells
LRPAP1,5.06E-06,0.372024,Principal cells
SNHG9,5.32E-06,0.420546,Principal cells
ALDH1A1,5.86E-06,0.310485,Principal cells
RDH11,8.10E-06,0.406566,Principal cells
TPM4,8.52E-06,0.301369,Principal cells
CIRBP,1.02E-05,0.27039,Principal cells
NTN4,1.08E-05,0.316355,Principal cells
CLDN4,1.13E-05,0.287875,Principal cells
BCAM,1.22E-05,0.355306,Principal cells
SRI,1.33E-05,0.387691,Principal cells
METTL9,1.33E-05,0.392625,Principal cells
SNRPN,1.36E-05,0.333749,Principal cells
MBP,1.71E-05,0.287374,Principal cells
ITGA2,2.12E-05,0.325704,Principal cells
TMED4,2.28E-05,0.416666,Principal cells
LRRC16A,2.32E-05,0.306916,Principal cells
HN1,2.42E-05,0.337214,Principal cells
PRDX5,2.61E-05,0.358295,Principal cells
HOXB7,2.96E-05,0.342421,Principal cells
COX17,3.06E-05,0.286132,Principal cells
GLO1,4.37E-05,0.315135,Principal cells
ASAP2,4.94E-05,0.298897,Principal cells
C5orf24,4.95E-05,0.378509,Principal cells
PQLC3,8.01E-05,0.327425,Principal cells
MIF,8.73E-05,0.298667,Principal cells
COX6A1,0.000103,0.311166,Principal cells
SOX6,0.000106,0.297867,Principal cells
CXADR,0.000107,0.34701,Principal cells
ARRDC3,0.00011,0.327938,Principal cells
KLF10,0.000115,0.477533,Principal cells
LAMTOR5,0.000117,0.317238,Principal cells
FDX1,0.000119,0.313317,Principal cells
PRKAA2,0.000138,0.282422,Principal cells
GSTP1,0.000149,0.296055,Principal cells
TSPYL1,0.000162,0.387136,Principal cells
ATP6V0B,0.000196,0.338579,Principal cells
ENO1,0.0002,0.315048,Principal cells
KCNQ1OT1,0.000254,0.383814,Principal cells
BEX2,0.000281,0.386493,Principal cells
ACADVL,0.000308,0.275598,Principal cells
AMFR,0.000327,0.345286,Principal cells
ZDHHC2,0.000332,0.289485,Principal cells
PABPN1,0.000364,0.286293,Principal cells
B4GALT1,0.000436,0.435044,Principal cells
SPINT2,0.000491,0.329568,Principal cells
DNAJB6,0.000501,0.327481,Principal cells
NMT2,0.000613,0.25955,Principal cells
ZFHX3,0.000741,0.253846,Principal cells
CPVL,0.000802,0.287999,Principal cells
GPCPD1,0.001022,0.319635,Principal cells
DDAH1,0.001045,0.261546,Principal cells
MAGI1,0.001623,0.28974,Principal cells
UQCRQ,0.001835,0.261242,Principal cells
PRKAR1A,0.001843,0.277819,Principal cells
N4BP2L2,0.001889,0.294544,Principal cells
ATP1B3,0.001954,0.304811,Principal cells
FAM171A1,0.002168,0.271545,Principal cells
PCM1,0.002261,0.318943,Principal cells
CD46,0.002468,0.32293,Principal cells
PFKL,0.002913,0.292431,Principal cells
NFKBIZ,0.002947,0.311348,Principal cells
CTDSP1,0.003163,0.33122,Principal cells
CLN5,0.003181,0.274833,Principal cells
IMMP1L,0.003451,0.267268,Principal cells
SOX4,0.004787,0.256842,Principal cells
NAA20,0.005739,0.267572,Principal cells
CTC-444N24.11,0.006544,0.26936,Principal cells
11-Sep,0.007762,0.282076,Principal cells
AGRN,0.008485,0.264366,Principal cells
H1FX,0.010325,0.349932,Principal cells
OARD1,0.01052,0.272008,Principal cells
GINM1,0.011171,0.296889,Principal cells
PLSCR1,0.013203,0.268781,Principal cells
TTC3,0.014232,0.264527,Principal cells
CYS1,0.014583,0.252144,Principal cells
PPP2R1A,0.015407,0.341106,Principal cells
OGT,0.019425,0.310736,Principal cells
FAM63B,0.019636,0.307866,Principal cells
ZC3HAV1,0.019967,0.280809,Principal cells
SYPL1,0.021259,0.372043,Principal cells
AK3,0.021344,0.255157,Principal cells
RNF19A,0.023636,0.299125,Principal cells
DAZAP2,0.031884,0.266204,Principal cells
MTRNR2L12,0.034431,0.27281,Principal cells
AP1G1,0.034561,0.283592,Principal cells
ATF3,0.041012,0.434666,Principal cells
PNKD,0.054065,0.262024,Principal cells
NDUFC2,0.056839,0.264832,Principal cells
RNF114,0.081231,0.275877,Principal cells
SMIM14,0.081649,0.251786,Principal cells
PNN,0.087279,0.282633,Principal cells
NME3,0.09324,0.275585,Principal cells
RSRP1,0.108867,0.269302,Principal cells
KRT8,0.171247,0.301686,Principal cells
MAP1LC3A,0.204965,0.253703,Principal cells
NFE2L2,0.213796,0.27858,Principal cells
HIBADH,0.268147,0.250311,Principal cells
BHLHE40,0.312798,0.293059,Principal cells
BAG1,0.440868,0.250916,Principal cells
ATP6V1D,0.460059,0.273101,Principal cells
NDUFS5,0.638542,0.258763,Principal cells
ACAT1,1,0.262511,Principal cells
MARK3,1,0.282739,Principal cells
CBX5,1,0.25702,Principal cells
DHRS7,1,0.258532,Principal cells
AES,1,0.297343,Principal cells
HSPH1,1,0.27036,Principal cells
IER2,1,0.318716,Principal cells
HSPA1B,1,0.33465,Principal cells
RPL7,2.59E-72,0.413977,Peritubular capillary
RPL7A,6.40E-58,0.465314,Peritubular capillary
RPL8,1.37E-60,0.408272,Peritubular capillary
RPL9,4.30E-39,0.294676,Peritubular capillary
RPLP0,2.37E-78,0.614503,Peritubular capillary
RPLP1,5.70E-100,0.461943,Peritubular capillary
RPLP2,1.02E-63,0.360173,Peritubular capillary
RPS10,5.86E-40,0.52765,Peritubular capillary
RPS11,7.28E-44,0.330431,Peritubular capillary
RPS12,1.09E-99,0.500331,Peritubular capillary
RPS13,8.61E-63,0.377403,Peritubular capillary
RPS14,7.27E-93,0.463033,Peritubular capillary
RPS15,1.20E-86,0.403895,Peritubular capillary
RPS15A,7.51E-107,0.51331,Peritubular capillary
RPS16,1.13E-52,0.380915,Peritubular capillary
RPS17,9.22E-89,0.475195,Peritubular capillary
RPS18,2.63E-155,0.710393,Peritubular capillary
RPS19,2.53E-165,0.733783,Peritubular capillary
RPS2,4.51E-137,0.743588,Peritubular capillary
RPS21,3.36E-39,0.371006,Peritubular capillary
RPS23,6.70E-87,0.425075,Peritubular capillary
RPS24,8.93E-54,0.36628,Peritubular capillary
RPS25,1.16E-48,0.332491,Peritubular capillary
RPS26,1.12E-92,0.512012,Peritubular capillary
RPS27,1.32E-42,0.252849,Peritubular capillary
RPS27A,2.71E-79,0.35518,Peritubular capillary
RPS27L,7.31E-32,0.343945,Peritubular capillary
RPS28,4.70E-120,0.526106,Peritubular capillary
RPS3,8.51E-116,0.648611,Peritubular capillary
RPS3A,9.23E-66,0.403135,Peritubular capillary
RPS4X,1.53E-58,0.415649,Peritubular capillary
RPS4Y1,2.38E-33,0.596443,Peritubular capillary
RPS5,5.50E-53,0.389372,Peritubular capillary
RPS6,1.45E-132,0.654799,Peritubular capillary
RPS7,1.31E-82,0.555331,Peritubular capillary
RPS8,1.53E-99,0.496845,Peritubular capillary
RPS9,1.27E-73,0.476248,Peritubular capillary
RPSA,8.04E-16,0.270549,Peritubular capillary
S100A16,9.83E-30,0.431121,Peritubular capillary
S1PR1,3.00E-90,0.507737,Peritubular capillary
SDPR,3.48E-96,0.727494,Peritubular capillary
SEC14L1,2.52E-28,0.427019,Peritubular capillary
SELE,8.22E-190,1.217356,Peritubular capillary
SELM,1.54E-10,0.289937,Peritubular capillary
SELP,5.46E-148,0.72978,Peritubular capillary
SEPW1,1.24E-14,0.329862,Peritubular capillary
SERBP1,3.59E-20,0.354997,Peritubular capillary
SERF2,1.26E-35,0.326427,Peritubular capillary
SERPINB6,4.59E-15,0.289651,Peritubular capillary
SERPINH1,1.58E-30,0.346626,Peritubular capillary
SH3BP5,1.18E-33,0.420533,Peritubular capillary
SHC1,2.81E-49,0.448116,Peritubular capillary
SHFM1,1.06E-28,0.3763,Peritubular capillary
SLC2A3,1.87E-42,0.429083,Peritubular capillary
SLC38A2,2.60E-09,0.304122,Peritubular capillary
SLC6A6,8.47E-08,0.369808,Peritubular capillary
SLC9A3R2,1.81E-19,0.492725,Peritubular capillary
SLCO2A1,3.28E-133,0.838448,Peritubular capillary
SNCG,2.55E-82,0.56572,Peritubular capillary
SNRK,8.21E-19,0.284063,Peritubular capillary
SNRPD1,4.39E-18,0.309273,Peritubular capillary
SNTB2,8.34E-19,0.302149,Peritubular capillary
SOCS3,9.50E-49,0.602128,Peritubular capillary
SPARC,4.59E-126,0.906418,Peritubular capillary
SPARCL1,1.25E-235,1.433865,Peritubular capillary
SPRY1,6.87E-100,0.871886,Peritubular capillary
SPTBN1,2.86E-11,0.291448,Peritubular capillary
STOM,1.10E-70,0.653335,Peritubular capillary
SWAP70,1.88E-29,0.354254,Peritubular capillary
TACC1,2.68E-09,0.268269,Peritubular capillary
TAGLN,2.41E-50,0.476606,Peritubular capillary
TAGLN2,7.50E-31,0.395401,Peritubular capillary
TCF4,1.09E-170,1.049395,Peritubular capillary
TGFBR2,1.89E-98,0.782926,Peritubular capillary
TGM2,1.07E-32,0.385095,Peritubular capillary
THBD,1.51E-64,0.518396,Peritubular capillary
THBS1,5.08E-83,0.925143,Peritubular capillary
TIMP3,0.000278,0.259598,Peritubular capillary
TINAGL1,5.44E-30,0.364465,Peritubular capillary
TM4SF1,1.44E-240,1.215875,Peritubular capillary
TM4SF18,7.43E-124,0.732009,Peritubular capillary
TMEM88,1.57E-70,0.524203,Peritubular capillary
TMSB10,1.70E-53,0.358403,Peritubular capillary
TMSB4X,1.77E-45,0.341934,Peritubular capillary
TPM3,6.82E-31,0.375386,Peritubular capillary
TPM4,1.92E-32,0.398595,Peritubular capillary
TPT1,5.82E-73,0.403375,Peritubular capillary
TRIM22,5.51E-08,0.251438,Peritubular capillary
TSPAN4,5.30E-13,0.277644,Peritubular capillary
TSPAN7,3.84E-58,0.56502,Peritubular capillary
TUBA1A,1.05E-10,0.302403,Peritubular capillary
VAMP5,1.90E-69,0.582132,Peritubular capillary
VIM,5.35E-121,0.773206,Peritubular capillary
VWA1,5.85E-49,0.4927,Peritubular capillary
VWF,0.00E+00,1.538232,Peritubular capillary
WARS,1.69E-31,0.471726,Peritubular capillary
WWTR1,1.03E-14,0.318024,Peritubular capillary
YBX3,6.97E-36,0.458279,Peritubular capillary
YPEL2,2.37E-15,0.308992,Peritubular capillary
ZFAS1,7.65E-14,0.289384,Peritubular capillary
ZFP36,1.65E-43,0.53018,Peritubular capillary
MARCKS,3.48E-25,0.491988,Mesangial cell
MARCKSL1,1,0.287685,Vascular smooth muscle cells / pericytes
MAST4,1,0.322981,Vascular smooth muscle cells / pericytes
MAT2A,0.470757,0.569355,Vascular smooth muscle cells / pericytes
MBNL1,1,0.282019,Vascular smooth muscle cells / pericytes
MCAM,4.15E-38,0.934483,Vascular smooth muscle cells / pericytes
MCFD2,8.63E-17,0.303321,Mesangial cell
MEF2A,1,0.306296,Vascular smooth muscle cells / pericytes
MEF2C,1.95E-37,1.226422,Vascular smooth muscle cells / pericytes
MEG3,5.21E-67,0.569863,Mesangial cell
MEIS2,1.02E-67,1.15757,Vascular smooth muscle cells / pericytes
MESDC1,1,0.37315,Vascular smooth muscle cells / pericytes
MFGE8,8.03E-182,1.102608,Mesangial cell
MFGE8,1.16E-15,0.584078,Vascular smooth muscle cells / pericytes
MGEA5,1,0.297134,Vascular smooth muscle cells / pericytes
MGP,9.91E-21,1.694654,Mesangial cell
MGP,1.21E-30,0.939993,Vascular smooth muscle cells / pericytes
MGST2,0.000382,0.522943,Vascular smooth muscle cells / pericytes
MICAL2,3.15E-128,0.449989,Mesangial cell
MIDN,0.434753,0.483631,Vascular smooth muscle cells / pericytes
MIR4435-2HG,4.89E-23,0.385852,Mesangial cell
MMP14,8.48E-35,0.411596,Mesangial cell
MMP2,2.10E-116,0.592562,Mesangial cell
MMRN2,2.07E-22,0.618988,Vascular smooth muscle cells / pericytes
MORF4L2,1.03E-26,0.466578,Mesangial cell
MPG,6.94E-21,0.295325,Mesangial cell
MPRIP,5.61E-10,0.588534,Vascular smooth muscle cells / pericytes
MRPL14,1.51E-08,0.26687,Mesangial cell
MRPL41,2.47E-11,0.292386,Mesangial cell
MRPL51,4.30E-11,0.324223,Mesangial cell
MRPL52,8.24E-08,0.311002,Mesangial cell
MRVI1,1.37E-59,0.684633,Vascular smooth muscle cells / pericytes
MSN,1,0.298995,Vascular smooth muscle cells / pericytes
MSRB3,9.10E-78,0.511654,Mesangial cell
MT1M,5.77E-20,0.840249,Vascular smooth muscle cells / pericytes
MT2A,1.40E-102,1.335903,Mesangial cell
MT2A,1.75E-08,0.744625,Vascular smooth muscle cells / pericytes
MTHFD2,4.73E-37,0.423762,Mesangial cell
MTHFD2,4.05E-09,0.698396,Vascular smooth muscle cells / pericytes
MTUS1,1.05E-15,0.657922,Vascular smooth muscle cells / pericytes
MXD4,0.051668,0.370236,Vascular smooth muscle cells / pericytes
MYADM,1.60E-13,0.275126,Mesangial cell
MYADM,1,0.357581,Vascular smooth muscle cells / pericytes
MYC,3.07E-16,0.872296,Vascular smooth muscle cells / pericytes
MYDGF,6.67E-62,0.729595,Mesangial cell
MYH11,1.80E-103,1.294966,Vascular smooth muscle cells / pericytes
MYH9,1.87E-06,0.467543,Vascular smooth muscle cells / pericytes
MYL6,3.48E-27,0.463877,Mesangial cell
MYL6,0.010877,0.361686,Vascular smooth muscle cells / pericytes
MYL9,1.05E-126,1.086835,Mesangial cell
MYL9,3.85E-23,0.942406,Vascular smooth muscle cells / pericytes
MYLIP,7.45E-08,0.619306,Vascular smooth muscle cells / pericytes
MYLK,7.80E-12,0.352228,Mesangial cell
MYLK,7.11E-14,0.847529,Vascular smooth muscle cells / pericytes
MYO1B,0.00737,0.476997,Vascular smooth muscle cells / pericytes
MZT2B,1.62E-14,0.357121,Mesangial cell
NCOA3,0.463709,0.335718,Vascular smooth muscle cells / pericytes
NDRG2,0.013767,0.317489,Vascular smooth muscle cells / pericytes
NDUFA4L2,9.78E-154,1.140383,Vascular smooth muscle cells / pericytes
NDUFAF2,2.19E-29,0.385225,Mesangial cell
NEDD9,1,0.286309,Vascular smooth muscle cells / pericytes
NEK7,2.11E-11,0.262929,Mesangial cell
NENF,8.83E-09,0.255044,Mesangial cell
NES,5.82E-07,0.453525,Vascular smooth muscle cells / pericytes
NET1,1.13E-10,0.770997,Vascular smooth muscle cells / pericytes
NEURL1B,1.14E-35,0.690752,Vascular smooth muscle cells / pericytes
NEXN,5.69E-146,0.553458,Mesangial cell
NFIA,2.97E-14,0.639941,Vascular smooth muscle cells / pericytes
NID1,3.31E-16,0.616062,Vascular smooth muscle cells / pericytes
NME1,2.33E-39,0.549584,Mesangial cell
NME4,1.21E-18,0.307716,Mesangial cell
NNMT,1.03E-95,0.900991,Mesangial cell
NOP10,4.56E-12,0.382452,Mesangial cell
NOP56,9.10E-13,0.266112,Mesangial cell
NOSTRIN,7.51E-08,0.40266,Vascular smooth muscle cells / pericytes
NOTCH2,6.72E-10,0.256511,Mesangial cell
NOTCH3,1.05E-89,0.606308,Mesangial cell
NOTCH3,1.52E-92,1.109396,Vascular smooth muscle cells / pericytes
NOTCH4,6.60E-18,0.578218,Vascular smooth muscle cells / pericytes
NPDC1,0.002705,0.359814,Vascular smooth muscle cells / pericytes
NPM1,4.41E-10,0.34234,Mesangial cell
NR2F1,6.93E-97,0.91096,Mesangial cell
NR2F1,6.85E-14,0.76051,Vascular smooth muscle cells / pericytes
NR2F2,5.01E-06,0.663043,Vascular smooth muscle cells / pericytes
NR3C1,0.006518,0.477019,Vascular smooth muscle cells / pericytes
NR4A1,8.54E-12,0.338312,Mesangial cell
NR4A1,8.59E-07,0.745186,Vascular smooth muscle cells / pericytes
NRP1,0.000775,0.572189,Vascular smooth muscle cells / pericytes
NT5E,2.71E-58,0.467631,Mesangial cell
NTMT1,1.62E-20,0.272965,Mesangial cell
NTRK2,0.632665,0.358097,Vascular smooth muscle cells / pericytes
NUAK1,1,0.260547,Vascular smooth muscle cells / pericytes
NUCB2,6.98E-17,0.404611,Mesangial cell
NUCKS1,0.007495,0.388565,Vascular smooth muscle cells / pericytes
NUDT4,0.000104,0.522095,Vascular smooth muscle cells / pericytes
NUPR1,9.92E-28,0.401318,Mesangial cell
NUTF2,1.11E-12,0.258934,Mesangial cell
OAT,1.81E-22,0.363381,Mesangial cell
OAZ1,3.83E-20,0.371549,Mesangial cell
OAZ2,0.002184,0.402875,Vascular smooth muscle cells / pericytes
OLFML2A,2.47E-21,0.592177,Vascular smooth muscle cells / pericytes
OSBPL1A,0.031654,0.306398,Vascular smooth muscle cells / pericytes
OST4,3.85E-28,0.498161,Mesangial cell
OSTC,1.07E-42,0.723741,Mesangial cell
P4HA1,5.03E-24,0.347476,Mesangial cell
P4HB,2.35E-51,0.68679,Mesangial cell
PA2G4,0.689722,0.305749,Vascular smooth muscle cells / pericytes
PABPC4,4.82E-09,0.280166,Mesangial cell
